MEN Mikro Elektronik         1 (0.0%)
Novasys Ingénierie          1 (0.0%)
RuggedCom                    1 (0.0%)
Digium                       1 (0.0%)
BayLibre                     1 (0.0%)
NetComm Wireless             1 (0.0%)
Nedap                        1 (0.0%)
CERN                         1 (0.0%)
ROSA                         1 (0.0%)
Fiberby ApS                  1 (0.0%)
Bluewater Systems            1 (0.0%)
Concurrent Computer Corporation    1 (0.0%)
MediaTek                     1 (0.0%)
Adobe                        1 (0.0%)
Shtrih-m                     1 (0.0%)
Chinese Academy of Sciences    1 (0.0%)
CEA                          1 (0.0%)
Now Computing                1 (0.0%)
ASIX Electronics Corp.       1 (0.0%)
Fastor Systems               1 (0.0%)
Dension Audio Systems        1 (0.0%)
AARNet                       1 (0.0%)
Macnetix                     1 (0.0%)
Synology                     1 (0.0%)
Recore Systems               1 (0.0%)
Mistral Solutions            1 (0.0%)
Stratosphere                 1 (0.0%)
MM Solutions AD              1 (0.0%)
Logic PD                     1 (0.0%)
Open Grid Computing          1 (0.0%)
GSI Helmholtzzentrum fuer Schwerionenforschung GmbH    1 (0.0%)
ELAN Microelectronics Corp.    1 (0.0%)
Connect Tech                 1 (0.0%)
EZchip                       1 (0.0%)
University of Wisconsin      1 (0.0%)
Oc�-Technologies             1 (0.0%)
ZAT                          1 (0.0%)
Blue Technix                 1 (0.0%)
Bluegiga                     1 (0.0%)
Secomea A/S                  1 (0.0%)
Enmotus                      1 (0.0%)
Highloadlab                  1 (0.0%)
Saltstorm labs               1 (0.0%)
Frequentis AG                1 (0.0%)
Mrk Industries               1 (0.0%)
nxtControl                   1 (0.0%)
Yahoo                        1 (0.0%)
CeTT                         1 (0.0%)
Gazzang                      1 (0.0%)
Wabtec Railway Electronics    1 (0.0%)
Aker Solutions               1 (0.0%)
Geschwister Schneider Technologie    1 (0.0%)
Transmode Systems            1 (0.0%)
Embecosm Limited             1 (0.0%)
PIKA Technologies            1 (0.0%)
Starboard Storage Systems    1 (0.0%)
LiveU                        1 (0.0%)
Cybozu Labs                  1 (0.0%)
Ooyala                       1 (0.0%)
TIL Technologies             1 (0.0%)
Pixar Animation Studios      1 (0.0%)
NITA                         1 (0.0%)
Lyrtech                      1 (0.0%)
Baidu                        1 (0.0%)
Three-Speed Logic            1 (0.0%)
Toshiba                      1 (0.0%)
Verio                        1 (0.0%)
Bossers & Cnossen            1 (0.0%)
HighPoint Technologies       1 (0.0%)
BlueCat Networks             1 (0.0%)
National Institutes of Health    1 (0.0%)
Sandisk                      1 (0.0%)
Aviat Networks               1 (0.0%)
Semihalf Embedded Systems    1 (0.0%)
Virtual Open Systems         1 (0.0%)
Accelerated Concepts         1 (0.0%)
Sensoray                     1 (0.0%)
Trillion01                   1 (0.0%)
Reliable Embedded Systems    1 (0.0%)
Boundary Devices             1 (0.0%)
Acksys                       1 (0.0%)
Rohde & Schwarz              1 (0.0%)
Kontron                      1 (0.0%)
eks-engel                    1 (0.0%)
Jotron Phontech              1 (0.0%)
CodeSealer Aps               1 (0.0%)

Employers with the most hackers (total 3207)
(None)                     532 (16.6%)
(Unknown)                  377 (11.8%)
Intel                      216 (6.7%)
Red Hat                    162 (5.1%)
IBM                        110 (3.4%)
Texas Instruments           99 (3.1%)
Google                      93 (2.9%)
Samsung                     84 (2.6%)
Linaro                      66 (2.1%)
(Academia)                  65 (2.0%)
Freescale                   60 (1.9%)
ST Ericsson                 58 (1.8%)
(Consultant)                47 (1.5%)
Marvell                     42 (1.3%)
Novell                      35 (1.1%)
NVidia                      34 (1.1%)
HP                          29 (0.9%)
QLogic                      28 (0.9%)
Fujitsu                     28 (0.9%)
Oracle                      27 (0.8%)
Canonical                   27 (0.8%)
Broadcom                    26 (0.8%)
Huawei Technologies         25 (0.8%)
Mellanox                    25 (0.8%)
ST Microelectronics         24 (0.7%)
Code Aurora Forum           22 (0.7%)
AMD                         18 (0.6%)
ARM                         18 (0.6%)
Wind River                  17 (0.5%)
Qualcomm                    16 (0.5%)
Citrix                      15 (0.5%)
Parallels                   13 (0.4%)
SGI                         13 (0.4%)
Emulex                      13 (0.4%)
FOSS Outreach Program for Women   12 (0.4%)
Renesas Electronics         11 (0.3%)
Pengutronix                 11 (0.3%)
Cisco                        9 (0.3%)
Imagination Technologies     9 (0.3%)
Atmel                        8 (0.2%)
VMWare                       8 (0.2%)
Wolfson Microelectronics     7 (0.2%)
LG Electronics               7 (0.2%)
DENX Software Engineering    7 (0.2%)
CSR                          7 (0.2%)
cozybit                      7 (0.2%)
Mentor Graphics              7 (0.2%)
Free Electrons               6 (0.2%)
NetApp                       6 (0.2%)
Nicira Networks              6 (0.2%)
Solarflare Communications    6 (0.2%)
Chelsio                      6 (0.2%)
Taobao                       6 (0.2%)
Analog Devices               6 (0.2%)
NEC                          6 (0.2%)
National Instruments         6 (0.2%)
OpenBOSSA                    6 (0.2%)
Ixia                         6 (0.2%)
Inktank Storage              5 (0.2%)
Ericsson                     5 (0.2%)
Tieto                        5 (0.2%)
NTT                          5 (0.2%)
Hitachi                      5 (0.2%)
LINBIT                       4 (0.1%)
Fusion-IO                    4 (0.1%)
Synopsys                     4 (0.1%)
Brocade                      4 (0.1%)
Wizery Ltd.                  4 (0.1%)
Tensilica                    4 (0.1%)
Xilinx                       4 (0.1%)
Igalia S.L.                  4 (0.1%)
6WIND                        4 (0.1%)
Realtek                      4 (0.1%)
Keymile AG                   4 (0.1%)
igel                         4 (0.1%)
APM                          4 (0.1%)
Nokia Siemens Networks       4 (0.1%)
Sony Mobile                  4 (0.1%)
Collabora Multimedia         3 (0.1%)
OLPC                         3 (0.1%)
Nokia                        3 (0.1%)
Calxeda                      3 (0.1%)
VA Linux Systems Japan       3 (0.1%)
linutronix                   3 (0.1%)
LSI Logic                    3 (0.1%)
Institute for System Programming Russian Academy of Sciences    3 (0.1%)
Vyatta                       3 (0.1%)
Freebox                      3 (0.1%)
Armadeus Systems             3 (0.1%)
Micron                       3 (0.1%)
Open Mesh                    3 (0.1%)
Parrot SA                    3 (0.1%)
Fraunhofer FOKUS             3 (0.1%)
Posedge Technologies         3 (0.1%)
Bosch                        3 (0.1%)
Cavium Networks              3 (0.1%)
NetLogic Microsystems        3 (0.1%)
Motorola                     3 (0.1%)
Twitter                      3 (0.1%)
WindRiver                    3 (0.1%)
Xyratex                      3 (0.1%)
Yandex                       3 (0.1%)
Linux Foundation             2 (0.1%)
Pure Storage                 2 (0.1%)
Avionic Design Development GmbH    2 (0.1%)
Microsoft                    2 (0.1%)
Cogent Embedded              2 (0.1%)
Cavium                       2 (0.1%)
Astaro                       2 (0.1%)
STRATO AG                    2 (0.1%)
Tilera                       2 (0.1%)
Katalix Systems              2 (0.1%)
Siemens                      2 (0.1%)
Gaisler Research             2 (0.1%)
OMICRON Electronics          2 (0.1%)
MontaVista                   2 (0.1%)
Integrated Device Technology    2 (0.1%)
Telit Communications         2 (0.1%)
PMC-Sierra                   2 (0.1%)
StreamUnlimited              2 (0.1%)
Alcatel-Lucent               2 (0.1%)
Cloudius Systems             2 (0.1%)
Matrox Graphics              2 (0.1%)
PetaLogix                    2 (0.1%)
Abilis Systems               2 (0.1%)
BMW                          2 (0.1%)
CompuLab                     2 (0.1%)
Slimlogic Ltd                2 (0.1%)
Altera                       2 (0.1%)
Wacom                        2 (0.1%)
Savoir-faire Linux           2 (0.1%)
LaCie                        2 (0.1%)
Amarula Solutions            2 (0.1%)
KPIT Cummins                 2 (0.1%)
TQ Systems                   2 (0.1%)
Cypress Semiconductor        2 (0.1%)
Neratec Solutions            2 (0.1%)
Ravello Systems              2 (0.1%)
NetUP                        2 (0.1%)
Ozmo Devices                 2 (0.1%)
Axis Communications          2 (0.1%)
Eukrea Electromatique        2 (0.1%)
Panasas                      2 (0.1%)
MIT Lincoln Laboratory       2 (0.1%)
Cirrus Logic                 2 (0.1%)
GNU                          2 (0.1%)
Nanometrics                  2 (0.1%)
Myricom                      2 (0.1%)
Extreme Engineering Solutions    2 (0.1%)
ISEE                         2 (0.1%)
SYSGO                        2 (0.1%)
Dell                         2 (0.1%)
ZTE Corporation              2 (0.1%)
Maxim Integrated Products    2 (0.1%)
Synaptics                    2 (0.1%)
Zadara Storage               2 (0.1%)
Prodrive                     2 (0.1%)
Lawrence Livermore National Laboratory    2 (0.1%)
CodeSourcery                 2 (0.1%)
Jolla                        2 (0.1%)
Universal Scientific Industrial Co.    2 (0.1%)
Tonian                       2 (0.1%)
Cumulus Networks             2 (0.1%)
Sencore                      2 (0.1%)
Virginia Tech                2 (0.1%)
Allied Telesis               2 (0.1%)
XS4ALL Internet bv           2 (0.1%)
KernelLabs Inc               2 (0.1%)
Vision Engraving Systems     1 (0.0%)
Trend Micro                  1 (0.0%)
University of Cambridge      1 (0.0%)
Atomide                      1 (0.0%)
Ingics Technology            1 (0.0%)
MEV Limited                  1 (0.0%)
Arista Networks              1 (0.0%)
tglx PITA                    1 (0.0%)
Rising Tide Systems          1 (0.0%)
Fon                          1 (0.0%)
University of Sevilla        1 (0.0%)
Sun                          1 (0.0%)
Nvidia                       1 (0.0%)
Secretlab                    1 (0.0%)
INRIA                        1 (0.0%)
Asianux Consortium           1 (0.0%)
OpenSource AB                1 (0.0%)
Nebula                       1 (0.0%)
Miracle Linux                1 (0.0%)
McAfee                       1 (0.0%)
Etersoft                     1 (0.0%)
Microtrol S.R.L.             1 (0.0%)
Coraid                       1 (0.0%)
PHILOSYS Software            1 (0.0%)
secunet                      1 (0.0%)
INdT                         1 (0.0%)
Adeneo                       1 (0.0%)
Vista-Silicon S.L.           1 (0.0%)
Shawell Technology           1 (0.0%)
TriplePoint                  1 (0.0%)
MIPS Technologies            1 (0.0%)
Animal Creek Technologies    1 (0.0%)
KFKI Research Institute      1 (0.0%)
Chine ahead technology       1 (0.0%)
Eleven Musicproduction       1 (0.0%)
emlix GmbH                   1 (0.0%)
Tecent                       1 (0.0%)
AMA Capital Management       1 (0.0%)
South Pole AB                1 (0.0%)
Realsil Microelectronics     1 (0.0%)
Candela Technologies         1 (0.0%)
Creative Technology          1 (0.0%)
Synapse Product Development    1 (0.0%)
Kyma Systems                 1 (0.0%)
Hitachi Data Systems         1 (0.0%)
JiangSu Lemote Corp.         1 (0.0%)
Tk Open Systems              1 (0.0%)
Signal 11 Software           1 (0.0%)
Ka-Ro electronics GmbH       1 (0.0%)
AbsoluteValue Systems        1 (0.0%)
Bull SAS                     1 (0.0%)
Facebook                     1 (0.0%)
RivieraWaves                 1 (0.0%)
Obsidian Research            1 (0.0%)
Marine Bridge & Navigation Systems    1 (0.0%)
Alereon                      1 (0.0%)
Overkiz                      1 (0.0%)
CS Systèmes d'information    1 (0.0%)
Yext                         1 (0.0%)
Dialog Semiconductor         1 (0.0%)
Academics                    1 (0.0%)
Telekom Malaysia             1 (0.0%)
Commtech Inc.                1 (0.0%)
Deka Research and Development    1 (0.0%)
Acision                      1 (0.0%)
Datera Inc.                  1 (0.0%)
Daruma                       1 (0.0%)
Volkswagen                   1 (0.0%)
Macq Electronique            1 (0.0%)
Renesas Technology           1 (0.0%)
Lemonage Software            1 (0.0%)
Open Nandra                  1 (0.0%)
Telegent System              1 (0.0%)
Parkeon                      1 (0.0%)
Bluecherry LLC               1 (0.0%)
Intra2net AG                 1 (0.0%)
Peking University Microprocessor R&D Center    1 (0.0%)
ProFUSION                    1 (0.0%)
SYS TEC electronic GmbH      1 (0.0%)
Numascale Asia               1 (0.0%)
Oc� Technologies             1 (0.0%)
Atheros Communications       1 (0.0%)
Exosec                       1 (0.0%)
Genesi USA Inc.              1 (0.0%)
Faraday Technology           1 (0.0%)
Sirius Electronic Systems    1 (0.0%)
Sonatest Limited             1 (0.0%)
SmartJog S.A.S.              1 (0.0%)
Traverse Technologies        1 (0.0%)
Open Wide Group              1 (0.0%)
Digi International           1 (0.0%)
Cablon                       1 (0.0%)
Matrix Vision                1 (0.0%)
Science Fiction Technologies    1 (0.0%)
EIA Electronics NV           1 (0.0%)
Sophos                       1 (0.0%)
US National Security Agency    1 (0.0%)
Smith Micro Software         1 (0.0%)
SteelEye                     1 (0.0%)
Substantiel                  1 (0.0%)
Big Switch Networks          1 (0.0%)
Weinmann Medical Technology    1 (0.0%)
Microbit                     1 (0.0%)
Cybage                       1 (0.0%)
Sandia National Laboratories    1 (0.0%)
General Electric             1 (0.0%)
Gridcentric                  1 (0.0%)
HCL Technologies Limited     1 (0.0%)
IP flavors                   1 (0.0%)
Servergy                     1 (0.0%)
Stratus Technologies         1 (0.0%)
Sony                         1 (0.0%)
picoChip Designs             1 (0.0%)
Elliptic Technologies        1 (0.0%)
C-DAC                        1 (0.0%)
Infineon Technologies AG     1 (0.0%)
ZOHO Corp                    1 (0.0%)
Alphalink                    1 (0.0%)
RapidRollout                 1 (0.0%)
Crystalfontz                 1 (0.0%)
Trellisware Technologies     1 (0.0%)
Fixstars Technologies        1 (0.0%)
Barco                        1 (0.0%)
Elbrys Networks              1 (0.0%)
ENEA AB                      1 (0.0%)
OSADL                        1 (0.0%)
Lumanate                     1 (0.0%)
Vision Systems GmbH          1 (0.0%)
EADS                         1 (0.0%)
VayavyaLabs                  1 (0.0%)
EZChip                       1 (0.0%)
Dr. Schenk                   1 (0.0%)
NewFlow                      1 (0.0%)
cynove                       1 (0.0%)
Digital Design Corporation    1 (0.0%)
Software Development Europe    1 (0.0%)
Mozilla                      1 (0.0%)
Orange                       1 (0.0%)
ONERA                        1 (0.0%)
jusst technologies GmbH      1 (0.0%)
MPL AG                       1 (0.0%)
ONELAN                       1 (0.0%)
Allnet GmbH                  1 (0.0%)
OPTEYA SAS                   1 (0.0%)
ADVANSEE                     1 (0.0%)
8D Technologies              1 (0.0%)
ESD Electronics              1 (0.0%)
VIA                          1 (0.0%)
EfficiOS                     1 (0.0%)
Viprinet GmpH                1 (0.0%)
Schleißheimer               1 (0.0%)
fuel7                        1 (0.0%)
Akamai Technologies          1 (0.0%)
ALT Linux Ltd                1 (0.0%)
PHYTEC Messtechnik GmbH      1 (0.0%)
Your File System             1 (0.0%)
Logitech                     1 (0.0%)
RGM Advisors                 1 (0.0%)
LWN.net                      1 (0.0%)
Portalis                     1 (0.0%)
Amazon.com                   1 (0.0%)
Factor-SPE                   1 (0.0%)
Micrel Inc.                  1 (0.0%)
EFE                          1 (0.0%)
Academia                     1 (0.0%)
Gemalto                      1 (0.0%)
SKTB SKiT                    1 (0.0%)
InvenSense                   1 (0.0%)
ProfitBricks GmbH            1 (0.0%)
Evidence Srl                 1 (0.0%)
Cyberoam Technologies        1 (0.0%)
Juniper Networks             1 (0.0%)
Huawei                       1 (0.0%)
Societe Francaise de Radiotelephone    1 (0.0%)
tarent solutions             1 (0.0%)
CenterVue                    1 (0.0%)
Grapecom Ltd                 1 (0.0%)
Xsens                        1 (0.0%)
Beam Ltd.                    1 (0.0%)
IOSONO                       1 (0.0%)
Raritan                      1 (0.0%)
Grid-Net                     1 (0.0%)
Digigram                     1 (0.0%)
Kinkrsoftware                1 (0.0%)
Xelerated AB                 1 (0.0%)
ITT Industries               1 (0.0%)
Bluehost                     1 (0.0%)
MicroGate Systems            1 (0.0%)
Holoscópio Tecnologia Ltda.    1 (0.0%)
Teleca                       1 (0.0%)
ITWatchdogs                  1 (0.0%)
MEN Mikro Elektronik         1 (0.0%)
Novasys Ingénierie          1 (0.0%)
RuggedCom                    1 (0.0%)
Digium                       1 (0.0%)
BayLibre                     1 (0.0%)
NetComm Wireless             1 (0.0%)
Nedap                        1 (0.0%)
CERN                         1 (0.0%)
ROSA                         1 (0.0%)
Fiberby ApS                  1 (0.0%)
Bluewater Systems            1 (0.0%)
Concurrent Computer Corporation    1 (0.0%)
MediaTek                     1 (0.0%)
Adobe                        1 (0.0%)
Shtrih-m                     1 (0.0%)
Chinese Academy of Sciences    1 (0.0%)
CEA                          1 (0.0%)
Now Computing                1 (0.0%)
ASIX Electronics Corp.       1 (0.0%)
Fastor Systems               1 (0.0%)
Dension Audio Systems        1 (0.0%)
AARNet                       1 (0.0%)
Macnetix                     1 (0.0%)
Synology                     1 (0.0%)
Recore Systems               1 (0.0%)
Mistral Solutions            1 (0.0%)
Stratosphere                 1 (0.0%)
MM Solutions AD              1 (0.0%)
Logic PD                     1 (0.0%)
Open Grid Computing          1 (0.0%)
GSI Helmholtzzentrum fuer Schwerionenforschung GmbH    1 (0.0%)
ELAN Microelectronics Corp.    1 (0.0%)
Connect Tech                 1 (0.0%)
EZchip                       1 (0.0%)
University of Wisconsin      1 (0.0%)
Oc�-Technologies             1 (0.0%)
ZAT                          1 (0.0%)
Blue Technix                 1 (0.0%)
Bluegiga                     1 (0.0%)
Secomea A/S                  1 (0.0%)
Enmotus                      1 (0.0%)
Highloadlab                  1 (0.0%)
Saltstorm labs               1 (0.0%)
Frequentis AG                1 (0.0%)
Mrk Industries               1 (0.0%)
nxtControl                   1 (0.0%)
Yahoo                        1 (0.0%)
CeTT                         1 (0.0%)
Gazzang                      1 (0.0%)
Wabtec Railway Electronics    1 (0.0%)
Aker Solutions               1 (0.0%)
Geschwister Schneider Technologie    1 (0.0%)
Transmode Systems            1 (0.0%)
Embecosm Limited             1 (0.0%)
PIKA Technologies            1 (0.0%)
Starboard Storage Systems    1 (0.0%)
LiveU                        1 (0.0%)
Cybozu Labs                  1 (0.0%)
Ooyala                       1 (0.0%)
TIL Technologies             1 (0.0%)
Pixar Animation Studios      1 (0.0%)
NITA                         1 (0.0%)
Lyrtech                      1 (0.0%)
Baidu                        1 (0.0%)
Three-Speed Logic            1 (0.0%)
Toshiba                      1 (0.0%)
Verio                        1 (0.0%)
Bossers & Cnossen            1 (0.0%)
HighPoint Technologies       1 (0.0%)
BlueCat Networks             1 (0.0%)
National Institutes of Health    1 (0.0%)
Sandisk                      1 (0.0%)
Aviat Networks               1 (0.0%)
New Dream Network            1 (0.0%)
Simtec                       1 (0.0%)
Panasonic                    1 (0.0%)
Mercury IMC Ltd              1 (0.0%)
Riverbed Technology          1 (0.0%)
RUAG                         1 (0.0%)
Sysdream                     1 (0.0%)
Harris Corporation           1 (0.0%)
Whamcloud                    1 (0.0%)
Kontron Europe               1 (0.0%)
University of Michigan       1 (0.0%)
Stream Processors            1 (0.0%)
Telecom-Service              1 (0.0%)
ZONER software               1 (0.0%)
